#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-04T11:02:48 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-04T11:02:48	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/554/A98/table5&-out.max=99999&-out=Teff,logg,M,f1(V),f2(V),f3(V),f4(V)	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35540098
#Name: J/A+A/554/A98
#Title: Limb-darkening coefficients for red giants (Neilson+, 2013)
#INFO	ivoid=ivo://cds.vizier/j/a+a/554/a98	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/554/a98	    IVOID of underlying data collection
#INFO	creator=Neilson H.R.	    First author or institution
#INFO	cites=bibcode:2013A&A...554A..98N	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2013	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/554/A98	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35540098	    Dataset identifier that can be used for citation
#INFO	publication_date=2013-12-29	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_554_A98_table5:
#Name: J/A+A/554/A98/table5
#Title: Spherical 4-parameter limb-darkening coefficients
#Column	Teff	(I4)	[3000/8000] Model effective temperature	[ucd=phys.temperature.effective;meta.modelled]
#Column	logg	(F5.2)	[-1/3] Model surface gravity	[ucd=phys.gravity;meta.modelled]
#Column	M	(F4.1)	[0.5/20] Model mass	[ucd=phys.mass;meta.modelled]
#Column	f1(V)	(F7.4)	V-band four-parameter f_1_ coefficient (G4)	[ucd=phot.limbDark]
#Column	f2(V)	(F8.4)	V-band four-parameter f_2_ coefficient (G4)	[ucd=phot.limbDark]
#Column	f3(V)	(F8.4)	V-band four-parameter f_3_ coefficient (G4)	[ucd=phot.limbDark]
#Column	f4(V)	(F8.4)	V-band four-parameter f_4_ coefficient (G4)	[ucd=phot.limbDark]
Teff	logg	M	f1(V)	f2(V)	f3(V)	f4(V)
3200	 0.75	10.0	-1.0229	  6.5546	 -8.9430	  4.3771
3300	 0.75	10.0	-0.9177	  4.7478	 -5.5992	  2.7309
3400	 0.75	10.0	-1.0988	  5.6344	 -7.1119	  3.5319
3500	 0.75	10.0	-1.6447	  7.1084	 -8.1944	  3.6441
3600	 0.75	10.0	-2.0430	  8.4830	 -9.8311	  4.2770
3700	 0.75	10.0	-2.2256	  8.9563	-10.2262	  4.3658
3800	 0.75	10.0	-2.3939	  9.4220	-10.6322	  4.4606
3900	 0.75	10.0	-2.5401	  9.8256	-10.9764	  4.5352
4000	 0.75	10.0	-2.6466	 10.1637	-11.3092	  4.6282
4100	 0.75	10.0	-2.7304	 10.5203	-11.7401	  4.7820
4200	 0.75	10.0	-2.8966	 11.0041	-12.2148	  4.9252
4300	 0.75	10.0	-3.0083	 11.4001	-12.6618	  5.0802
4400	 0.75	10.0	-3.1314	 11.8147	-13.1102	  5.2279
4500	 0.75	10.0	-3.2564	 12.2290	-13.5558	  5.3749
4600	 0.75	10.0	-3.3328	 12.5526	-13.9528	  5.5205
4700	 0.75	10.0	-3.4930	 12.9412	-14.2534	  5.5777
4800	 0.75	10.0	-3.6138	 13.2697	-14.5434	  5.6495
4900	 0.75	10.0	-3.7473	 13.5323	-14.6559	  5.6191
5000	 0.75	10.0	-3.8495	 13.7379	-14.7428	  5.5923
5100	 0.75	10.0	-3.9488	 13.7675	-14.4687	  5.3742
5200	 0.75	10.0	-4.0114	 13.7658	-14.2426	  5.2035
5300	 0.75	10.0	-4.0484	 13.6957	-13.9454	  5.0068
5400	 0.75	10.0	-4.0752	 13.5906	-13.6119	  4.7992
5500	 0.75	10.0	-4.1451	 13.8741	-13.9673	  4.9368
5600	 0.75	10.0	-4.1145	 13.4806	-13.1862	  4.5152
5700	 0.75	10.0	-4.0323	 12.8475	-12.0631	  3.9419
5800	 0.75	10.0	-4.0318	 12.7491	-11.8193	  3.7942
5900	 0.75	10.0	-4.0330	 12.6608	-11.6027	  3.6652
6000	 0.75	10.0	-4.0133	 12.4732	-11.2302	  3.4598
6100	 0.75	10.0	-3.9386	 12.0175	-10.4551	  3.0674
6200	 0.75	10.0	-3.5423	 10.0494	 -7.4468	  1.6483
3000	 1.00	10.0	-0.7031	  5.4474	 -7.0408	  3.2653
3000	 1.25	10.0	-0.1711	  4.1969	 -5.8656	  2.8380
3000	 1.50	10.0	 0.3386	  1.4224	 -0.9742	  0.2449
3000	 1.75	10.0	-3.9869	 17.3661	-25.8590	 13.2049
3100	 1.00	10.0	-0.7482	  5.9192	 -7.6948	  3.5022
3100	 1.25	10.0	-0.1896	  4.2483	 -5.6997	  2.6534
3100	 1.50	10.0	-0.0347	  3.5902	 -5.0442	  2.4937
3100	 1.75	10.0	 0.3148	  2.6314	 -3.5564	  1.6465
3200	 1.00	10.0	-0.6208	  5.4899	 -7.5303	  3.6536
3200	 1.25	10.0	-0.1956	  4.4199	 -6.3037	  3.0988
3200	 1.50	10.0	 0.2172	  2.9877	 -4.5014	  2.3354
3200	 1.75	10.0	 0.6900	  1.3486	 -2.2954	  1.3155
3300	 1.00	10.0	-0.2028	  2.2834	 -2.7690	  1.6964
3300	 1.25	10.0	 0.0153	  2.4990	 -3.9076	  2.4213
3300	 1.50	10.0	 0.2637	  2.1841	 -3.6987	  2.2946
3300	 1.75	10.0	 0.6090	  1.4160	 -2.9469	  1.9838
3400	 1.00	10.0	-0.7167	  4.8284	 -6.4723	  3.3489
3400	 1.25	10.0	-0.4029	  4.5307	 -6.6031	  3.4942
3400	 1.50	10.0	-0.0194	  2.8898	 -4.1399	  2.3051
3400	 1.75	10.0	 0.6008	  0.6005	 -1.4861	  1.3509
3500	 1.00	10.0	-1.1070	  5.6851	 -6.7521	  3.1323
3500	 1.25	10.0	-0.5007	  3.8103	 -4.6458	  2.3379
3500	 1.50	10.0	-0.0209	  2.6444	 -3.6319	  2.0473
3500	 1.75	10.0	 0.4286	  1.5984	 -2.8172	  1.8605
3600	 1.00	10.0	-1.5548	  7.4200	 -8.9958	  4.0623
3600	 1.25	10.0	-0.9679	  5.8548	 -7.3857	  3.4786
3600	 1.50	10.0	-0.3387	  4.0184	 -5.3602	  2.7064
3600	 1.75	10.0	 0.2064	  2.2116	 -3.1733	  1.8150
3700	 1.00	10.0	-1.7387	  7.9476	 -9.5016	  4.2103
3700	 1.25	10.0	-1.1460	  6.4162	 -8.0017	  3.6990
3700	 1.50	10.0	-0.5033	  4.5633	 -5.9844	  2.9402
3700	 1.75	10.0	 0.0745	  2.8215	 -4.0218	  2.1818
3800	 1.00	10.0	-1.9290	  8.5248	-10.0827	  4.3900
3800	 1.25	10.0	-1.3297	  6.9989	 -8.6154	  3.9007
3800	 1.50	10.0	-0.6938	  5.2151	 -6.7224	  3.2053
3800	 1.75	10.0	-0.0770	  3.3622	 -4.6359	  2.3987
3900	 1.00	10.0	-2.0775	  8.9769	-10.5264	  4.5188
3900	 1.25	10.0	-1.4043	  7.2798	 -8.9010	  3.9760
3900	 1.50	10.0	-0.8485	  5.7543	 -7.3234	  3.4121
3900	 1.75	10.0	-0.2052	  3.8229	 -5.1482	  2.5714
4000	 1.00	10.0	-2.2175	  9.4388	-11.0171	  4.6775
4000	 1.25	10.0	-1.6301	  8.0155	 -9.7302	  4.2790
4000	 1.50	10.0	-0.9742	  6.2035	 -7.8346	  3.5920
4000	 1.75	10.0	-0.3198	  4.2596	 -5.6653	  2.7602
4100	 1.00	10.0	-2.3521	  9.9074	-11.5490	  4.8658
4100	 1.25	10.0	-1.7499	  8.4553	-10.2432	  4.4641
4100	 1.50	10.0	-1.0724	  6.5878	 -8.2936	  3.7593
4100	 1.75	10.0	-0.4095	  4.6303	 -6.1191	  2.9285
4200	 1.00	10.0	-2.4755	 10.3484	-12.0466	  5.0376
4200	 1.25	10.0	-1.8591	  8.8763	-10.7436	  4.6460
4200	 1.50	10.0	-1.1498	  6.9168	 -8.6911	  3.9011
4200	 1.75	10.0	-0.4764	  4.9328	 -6.4961	  3.0669
4300	 1.00	10.0	-2.5850	 10.7645	-12.5424	  5.2198
4300	 1.25	10.0	-1.9720	  9.3243	-11.2944	  4.8550
4300	 1.50	10.0	-1.2593	  7.3712	 -9.2702	  4.1293
4300	 1.75	10.0	-0.5449	  5.2606	 -6.9266	  3.2354
4400	 1.00	10.0	-2.6950	 11.1791	-13.0287	  5.3942
4400	 1.25	10.0	-2.0629	  9.6923	-11.7402	  5.0183
4400	 1.50	10.0	-1.3417	  7.7297	 -9.7184	  4.2973
4400	 1.75	10.0	-0.6134	  5.5906	 -7.3568	  3.4012
4500	 1.00	10.0	-2.8302	 11.6667	-13.6011	  5.6050
4500	 1.25	10.0	-2.1877	 10.1758	-12.3333	  5.2451
4500	 1.50	10.0	-1.4248	  8.1023	-10.2024	  4.4877
4500	 1.75	10.0	-0.6785	  5.9092	 -7.7820	  3.5703
4600	 1.00	10.0	-2.9671	 12.1353	-14.1330	  5.7954
4600	 1.25	10.0	-2.3158	 10.6657	-12.9333	  5.4752
4600	 1.50	10.0	-1.5468	  8.5952	-10.8268	  4.7340
4600	 1.75	10.0	-0.7472	  6.2495	 -8.2394	  3.7534
4700	 1.00	10.0	-3.1074	 12.6019	-14.6493	  5.9750
4700	 1.25	10.0	-2.3799	 10.9713	-13.3341	  5.6314
4700	 1.50	10.0	-1.6569	  9.0425	-11.3914	  4.9552
4700	 1.75	10.0	-0.7761	  6.4779	 -8.5787	  3.8935
4800	 1.00	10.0	-3.2513	 13.0633	-15.1497	  6.1468
4800	 1.25	10.0	-2.6101	 11.6996	-14.1469	  5.9288
4800	 1.50	10.0	-1.8086	  9.5975	-12.0663	  5.2169
4800	 1.75	10.0	-0.9464	  7.1040	 -9.3502	  4.1987
4900	 1.00	10.0	-3.4409	 13.6091	-15.6977	  6.3227
4900	 1.25	10.0	-2.7768	 12.2696	-14.8141	  6.1806
4900	 1.50	10.0	-1.9461	 10.1160	-12.7077	  5.4686
4900	 1.75	10.0	-1.0712	  7.6109	-10.0046	  4.4640
5000	 1.00	10.0	-3.6164	 14.0817	-16.1314	  6.4441
5000	 1.25	10.0	-3.0425	 13.0496	-15.6307	  6.4615
5000	 1.50	10.0	-2.2077	 10.9662	-13.6876	  5.8409
5000	 1.75	10.0	-1.3163	  8.4616	-11.0331	  4.8708
5100	 1.00	10.0	-3.8127	 14.5449	-16.4888	  6.5162
5100	 1.25	10.0	-3.2723	 13.7182	-16.3223	  6.6954
5100	 1.50	10.0	-2.4758	 11.8096	-14.6327	  6.1904
5100	 1.75	10.0	-1.5596	  9.2861	-12.0063	  5.2462
5200	 1.00	10.0	-3.9896	 14.9739	-16.8337	  6.5924
5200	 1.25	10.0	-3.4740	 14.3167	-16.9554	  6.9155
5200	 1.50	10.0	-2.7121	 12.5642	-15.4947	  6.5165
5200	 1.75	10.0	-1.7720	 10.0211	-12.8962	  5.5992
5300	 1.00	10.0	-4.1057	 15.2401	-17.0144	  6.6119
5300	 1.25	10.0	-3.6503	 14.8298	-17.4786	  7.0874
5300	 1.50	10.0	-2.8823	 13.1277	-16.1410	  6.7571
5300	 1.75	10.0	-1.9578	 10.6570	-13.6531	  5.8933
5400	 1.00	10.0	-4.2046	 15.4665	-17.1717	  6.6323
5400	 1.25	10.0	-3.7792	 15.2227	-17.8991	  7.2335
5400	 1.50	10.0	-3.0376	 13.6347	-16.7245	  6.9774
5400	 1.75	10.0	-2.0858	 11.1312	-14.2443	  6.1301
5500	 1.00	10.0	-4.2886	 15.6976	-17.3747	  6.6809
5500	 1.25	10.0	-3.9004	 15.5775	-18.2567	  7.3476
5500	 1.50	10.0	-3.1840	 14.0948	-17.2311	  7.1591
5500	 1.75	10.0	-2.2676	 11.7271	-14.9317	  6.3903
5600	 1.00	10.0	-4.3699	 15.8191	-17.3546	  6.6115
5600	 1.25	10.0	-4.0552	 15.9643	-18.5807	  7.4256
5600	 1.50	10.0	-3.3474	 14.5871	-17.7543	  7.3405
5600	 1.75	10.0	-2.4394	 12.2779	-15.5549	  6.6220
5700	 1.00	10.0	-4.4499	 15.8575	-17.1685	  6.4564
5700	 1.25	10.0	-4.1946	 16.3035	-18.8557	  7.4879
5700	 1.50	10.0	-3.5088	 15.0590	-18.2463	  7.5089
5700	 1.75	10.0	-2.5896	 12.7721	-16.1268	  6.8391
5800	 1.00	10.0	-4.4937	 15.9538	-17.2079	  6.4390
5800	 1.25	10.0	-4.2500	 16.4737	-19.0183	  7.5314
5800	 1.50	10.0	-3.5703	 15.2655	-18.4692	  7.5824
5800	 1.75	10.0	-2.6445	 12.9767	-16.3669	  6.9261
5900	 1.00	10.0	-4.5412	 16.0851	-17.3191	  6.4623
5900	 1.25	10.0	-4.3057	 16.6575	-19.2169	  7.5977
5900	 1.50	10.0	-3.6229	 15.4595	-18.6990	  7.6673
5900	 1.75	10.0	-2.6847	 13.1428	-16.5746	  7.0056
6000	 1.00	10.0	-4.5806	 16.1845	-17.3792	  6.4589
6000	 1.25	10.0	-4.3492	 16.7987	-19.3551	  7.6350
6000	 1.50	10.0	-3.6586	 15.5937	-18.8471	  7.7147
6000	 1.75	10.0	-2.7123	 13.2611	-16.7141	  7.0530
6100	 1.00	10.0	-4.6171	 16.2566	-17.3904	  6.4309
6100	 1.25	10.0	-4.3970	 16.9392	-19.4786	  7.6620
6100	 1.50	10.0	-3.6968	 15.7286	-18.9883	  7.7567
6100	 1.75	10.0	-2.7408	 13.3757	-16.8431	  7.0943
6200	 1.00	10.0	-4.6564	 16.3064	-17.3535	  6.3789
6200	 1.25	10.0	-4.4599	 17.1135	-19.6364	  7.7030
6200	 1.50	10.0	-3.7505	 15.9119	-19.1931	  7.8280
6200	 1.75	10.0	-2.7837	 13.5348	-17.0283	  7.1605
6300	 1.00	10.0	-4.6869	 16.2760	-17.1690	  6.2503
6300	 1.25	10.0	-4.5250	 17.2706	-19.7440	  7.7125
6300	 1.50	10.0	-3.8114	 16.0973	-19.3729	  7.8785
6300	 1.75	10.0	-2.8427	 13.7327	-17.2415	  7.2307
6400	 1.00	10.0	-4.6993	 16.1288	-16.7988	  6.0349
6400	 1.25	10.0	-4.6056	 17.4502	-19.8610	  7.7228
6400	 1.50	10.0	-3.8955	 16.3417	-19.6154	  7.9538
6400	 1.75	10.0	-2.9111	 13.9596	-17.4935	  7.3193
6500	 1.00	10.0	-4.6788	 15.7072	-15.9520	  5.5836
6500	 1.25	10.0	-4.6920	 17.6227	-19.9455	  7.7122
6500	 1.50	10.0	-3.9963	 16.6218	-19.8815	  8.0321
6500	 1.75	10.0	-3.0023	 14.2438	-17.7952	  7.4210
6600	 1.25	10.0	-4.8022	 17.8011	-19.9775	  7.6639
6600	 1.50	10.0	-4.1141	 16.9420	-20.1859	  8.1240
6600	 1.75	10.0	-3.1210	 14.6012	-18.1719	  7.5496
6700	 1.25	10.0	-4.8562	 17.9195	-20.0549	  7.6714
6700	 1.50	10.0	-4.2110	 17.2079	-20.4449	  8.2056
6700	 1.75	10.0	-3.2355	 14.9504	-18.5503	  7.6845
6800	 1.50	10.0	-4.3655	 17.6071	-20.8187	  8.3208
6800	 1.75	10.0	-3.3914	 15.4184	-19.0601	  7.8697
6900	 1.50	10.0	-4.4365	 17.8115	-21.0250	  8.3877
6900	 1.75	10.0	-3.5028	 15.7581	-19.4359	  8.0083
7000	 1.50	10.0	-4.6230	 18.2200	-21.3151	  8.4375
7000	 1.75	10.0	-3.6838	 16.2745	-19.9790	  8.2010
7100	 1.75	10.0	-3.9407	 16.9667	-20.6674	  8.4320
7200	 1.75	10.0	-4.3796	 18.0428	-21.6151	  8.7022
3100	 3.00	10.0	-4.0148	 17.1010	-24.9879	 12.6321
3200	 3.00	10.0	-3.8174	 16.3002	-23.7579	 12.0174
3300	 3.00	10.0	-2.1743	 10.1729	-14.4830	  7.3320
3400	 3.00	10.0	 0.6264	  0.1472	  0.3325	 -0.0885
3500	 3.00	10.0	 1.5292	 -2.4892	  2.7552	 -0.7114
3600	 3.00	10.0	 1.5959	 -2.8179	  3.0999	 -0.7749
3700	 3.00	10.0	 1.7498	 -2.9725	  3.0774	 -0.7301
3800	 3.00	10.0	 1.7629	 -2.9436	  3.0860	 -0.7737
3900	 3.00	10.0	 1.7821	 -2.8914	  3.0024	 -0.7554
4000	 3.00	10.0	 1.7559	 -2.7121	  2.7759	 -0.6792
4100	 3.00	10.0	 1.7542	 -2.6205	  2.6554	 -0.6455
4200	 3.00	10.0	 1.7700	 -2.5876	  2.6030	 -0.6381
4300	 3.00	10.0	 1.8018	 -2.5988	  2.5913	 -0.6427
4400	 3.00	10.0	 1.8331	 -2.6059	  2.5686	 -0.6402
4500	 3.00	10.0	 1.8673	 -2.6150	  2.5378	 -0.6307
4600	 3.00	10.0	 1.9050	 -2.6306	  2.5129	 -0.6235
4700	 3.00	10.0	 1.9367	 -2.6206	  2.4531	 -0.6011
4800	 3.00	10.0	 1.9653	 -2.5818	  2.3391	 -0.5499
4900	 3.00	10.0	 1.9891	 -2.5203	  2.1902	 -0.4818
5000	 3.00	10.0	 1.9915	 -2.3836	  1.9457	 -0.3722
5100	 3.00	10.0	 1.9787	 -2.1973	  1.6424	 -0.2389
5200	 3.00	10.0	 1.9507	 -1.9505	  1.2539	 -0.0663
5300	 3.00	10.0	 1.9210	 -1.7116	  0.8837	  0.0970
5400	 3.00	10.0	 1.8923	 -1.4898	  0.5431	  0.2461
5500	 3.00	10.0	 1.8748	 -1.3136	  0.2621	  0.3707
5600	 3.00	10.0	 1.8561	 -1.1437	 -0.0061	  0.4896
5700	 3.00	10.0	 1.8354	 -0.9638	 -0.2908	  0.6167
5800	 3.00	10.0	 1.8486	 -0.9276	 -0.3777	  0.6571
5900	 3.00	10.0	 1.8766	 -0.9445	 -0.3995	  0.6714
6000	 3.00	10.0	 1.9074	 -0.9848	 -0.3807	  0.6653
6100	 3.00	10.0	 1.9449	 -1.0590	 -0.3107	  0.6356
6200	 3.00	10.0	 1.9835	 -1.1389	 -0.2364	  0.6060
6300	 3.00	10.0	 2.0161	 -1.2115	 -0.1565	  0.5688
6400	 3.00	10.0	 2.0437	 -1.2670	 -0.1009	  0.5436
6500	 3.00	10.0	 2.0549	 -1.2736	 -0.0962	  0.5357
6600	 3.00	10.0	 2.0528	 -1.2351	 -0.1455	  0.5493
6700	 3.00	10.0	 2.0468	 -1.1790	 -0.2223	  0.5765
6800	 3.00	10.0	 2.0112	 -1.0237	 -0.4153	  0.6488
6900	 3.00	10.0	 1.9869	 -0.9049	 -0.5678	  0.7062
7000	 3.00	10.0	 1.9290	 -0.6697	 -0.8619	  0.8207
7100	 3.00	10.0	 1.8390	 -0.3207	 -1.2995	  0.9952
7200	 3.00	10.0	 1.8056	 -0.1664	 -1.5011	  1.0748
7300	 3.00	10.0	 1.6967	  0.2526	 -2.0363	  1.2948
7400	 3.00	10.0	 1.6423	  0.4817	 -2.3382	  1.4195
7500	 3.00	10.0	 1.2209	  1.9763	 -4.2173	  2.2027
7600	 3.00	10.0	 1.1288	  2.3462	 -4.7186	  2.4216
7700	 3.00	10.0	 1.0407	  2.7062	 -5.2069	  2.6336
7800	 3.00	10.0	 0.8710	  3.3361	 -6.0097	  2.9670
7900	 3.00	10.0	 0.7664	  3.7638	 -6.5760	  3.2049
8000	 3.00	10.0	 0.5811	  4.4661	 -7.4770	  3.5787
3000	-0.25	 7.5	-3.2704	 12.1630	-14.2005	  6.0845
3000	-0.50	 7.5	-2.7282	 10.1723	 -9.3084	  2.6971
3000	-0.75	 7.5	-2.5262	  6.6083	 -2.8914	 -0.4007
3100	-0.25	 7.5	-2.1569	  9.5521	-10.2462	  3.7434
3100	-0.50	 7.5	-2.9215	 10.6286	-10.7525	  3.8539
3100	-0.75	 7.5	-2.0595	  5.8493	 -4.1394	  1.1826
3200	-0.25	 7.5	-1.0274	  3.0636	 -2.5319	  1.4148
3200	-0.50	 7.5	-0.4861	  0.6203	  0.8664	 -0.0527
3200	-0.75	 7.5	 0.5507	 -3.6589	  6.9822	 -2.8598
3300	-0.25	 7.5	-2.8212	  9.8018	-10.7760	  4.5930
3300	-0.50	 7.5	-1.7780	  5.0135	 -4.1464	  1.7607
3400	-0.25	 7.5	-0.8361	  1.6053	  0.4266	 -0.2748
3400	-0.50	 7.5	 0.2350	 -2.7000	  6.0914	 -2.6381
3500	-0.25	 7.5	-0.5038	 -0.2481	  3.5173	 -1.8331
3500	-0.50	 7.5	 0.6502	 -4.6043	  9.0430	 -4.0777
3500	-0.75	 7.5	 2.8403	-11.9693	 17.2713	 -6.9637
3600	-0.25	 7.5	-0.2616	 -1.3515	  5.1799	 -2.6214
3600	-0.50	 7.5	 1.3489	 -7.3152	 12.6691	 -5.6445
3700	-0.25	 7.5	-0.0232	 -2.4166	  6.8083	 -3.4093
3700	-0.50	 7.5	 1.7413	 -8.8595	 14.8082	 -6.6053
3800	-0.25	 7.5	 0.1538	 -3.2096	  8.0218	 -3.9966
3800	-0.50	 7.5	 2.0485	-10.0663	 16.4836	 -7.3603
3900	-0.25	 7.5	 0.2352	 -3.6236	  8.7340	 -4.3723
3900	-0.50	 7.5	 2.3068	-11.0831	 17.9072	 -8.0078
4000	-0.25	 7.5	 0.3756	 -4.2478	  9.6838	 -4.8302
4000	-0.50	 7.5	 2.5759	-12.1119	 19.3010	 -8.6231
4100	-0.25	 7.5	 0.4414	 -4.5812	 10.2596	 -5.1352
4100	-0.50	 7.5	 2.8220	-13.0471	 20.5655	 -9.1811
4200	-0.25	 7.5	 0.5841	 -5.1992	 11.1897	 -5.5814
4200	-0.50	 7.5	 3.4937	-15.3769	 23.3732	-10.2797
4300	-0.25	 7.5	 0.7616	 -5.9412	 12.2714	 -6.0874
4400	-0.25	 7.5	 0.8872	 -6.4806	 13.0875	 -6.4819
4500	-0.25	 7.5	 1.1117	 -7.3826	 14.3610	 -7.0632
4600	-0.25	 7.5	 1.1961	 -7.7531	 14.9382	 -7.3493
4700	-0.25	 7.5	 1.6777	 -9.6015	 17.4217	 -8.4327
4800	-0.25	 7.5	 2.0483	-11.0066	 19.2933	 -9.2439
4900	-0.25	 7.5	 2.3520	-12.1712	 20.8703	 -9.9389
3000	 0.00	 7.5	-2.8301	 11.3841	-13.8742	  6.1382
3100	 0.00	 7.5	-3.0296	 12.0117	-14.3582	  6.1838
3200	 0.00	 7.5	-1.2217	  4.7366	 -5.7847	  3.1908
3300	 0.00	 7.5	-3.0128	 11.0309	-12.7575	  5.5337
3400	 0.00	 7.5	-1.3854	  4.1035	 -3.1773	  1.3508
3500	 0.00	 7.5	-1.5198	  3.9971	 -2.2507	  0.6452
3600	 0.00	 7.5	-1.4505	  3.4770	 -1.3050	  0.1500
3700	 0.00	 7.5	-1.3791	  3.0236	 -0.4557	 -0.3155
3800	 0.00	 7.5	-1.2660	  2.4081	  0.5867	 -0.8511
3900	 0.00	 7.5	-1.2054	  2.0355	  1.2657	 -1.2165
4000	 0.00	 7.5	-1.1813	  1.8306	  1.6848	 -1.4552
4100	 0.00	 7.5	-1.2387	  1.9676	  1.6325	 -1.4877
4200	 0.00	 7.5	-1.1466	  1.5043	  2.3922	 -1.8720
4300	 0.00	 7.5	-1.1307	  1.3533	  2.7250	 -2.0702
4400	 0.00	 7.5	-1.0875	  1.0958	  3.1995	 -2.3290
4500	 0.00	 7.5	-0.9969	  0.6582	  3.9061	 -2.6839
4600	 0.00	 7.5	-0.8695	  0.0768	  4.8049	 -3.1217
4700	 0.00	 7.5	-0.7178	 -0.6009	  5.8343	 -3.6165
4800	 0.00	 7.5	-0.5927	 -1.1631	  6.7012	 -4.0392
4900	 0.00	 7.5	-0.3463	 -2.1937	  8.1751	 -4.7138
5000	 0.00	 7.5	 0.0527	 -3.8212	 10.4613	 -5.7460
3000	 2.00	 7.5	-6.6151	 27.5827	-41.6966	 21.2823
3000	 2.25	 7.5	-6.0319	 25.2206	-37.9391	 19.3436
3000	 2.50	 7.5	-5.6694	 23.7728	-35.5949	 18.1107
3000	 0.25	 7.5	-2.1735	  9.6700	-11.9269	  5.3015
3000	 2.75	 7.5	-4.4940	 19.1163	-28.2250	 14.3019
3100	 2.00	 7.5	-0.6605	  4.8250	 -6.6557	  3.4227
3100	 2.25	 7.5	-3.8757	 16.8448	-25.0127	 12.7787
3100	 2.50	 7.5	-4.9504	 20.9209	-31.2274	 15.9226
3100	 0.25	 7.5	-2.5000	 10.8559	-13.3441	  5.8424
3100	 2.75	 7.5	-4.9582	 20.7614	-30.8258	 15.6880
3200	 2.00	 7.5	 0.2665	  2.8558	 -4.6506	  2.5473
3200	 2.25	 7.5	-0.4941	  4.2370	 -5.7041	  2.9124
3200	 2.50	 7.5	-2.1834	 10.4108	-15.1326	  7.7472
3200	 0.25	 7.5	-1.6566	  7.3932	 -9.7246	  4.8959
3200	 2.75	 7.5	-3.2723	 14.3065	-20.8301	 10.5730
3300	 2.00	 7.5	 1.1497	 -0.6201	 -0.0440	  0.5981
3300	 2.25	 7.5	 0.7566	  0.7631	 -1.8948	  1.4230
3300	 2.50	 7.5	 1.7248	 -2.3921	  3.1936	 -1.4105
3300	 0.25	 7.5	-2.9743	 11.7294	-14.1999	  6.2578
3300	 2.75	 7.5	-0.5431	  4.2995	 -5.9289	  3.1018
3400	 2.00	 7.5	 0.7247	  0.3617	 -1.2817	  1.2669
3400	 2.25	 7.5	 1.2487	 -1.4103	  0.9739	  0.2798
3400	 2.50	 7.5	 1.3665	 -1.9725	  1.9217	 -0.2294
3400	 0.25	 7.5	-1.7344	  6.2068	 -6.5612	  2.9713
3400	 2.75	 7.5	 2.1295	 -3.8335	  4.6303	 -1.7939
3500	 2.00	 7.5	 0.5716	  1.3155	 -2.5252	  1.7170
3500	 2.25	 7.5	 1.0732	 -1.0382	  0.7577	  0.3012
3500	 2.50	 7.5	 1.2969	 -1.6570	  1.4277	  0.0323
3500	 0.25	 7.5	-2.0953	  6.8427	 -6.4410	  2.5401
3500	 2.75	 7.5	 1.4981	 -2.4657	  2.5867	 -0.5182
3600	 2.00	 7.5	 0.4802	  1.2859	 -2.0312	  1.3401
3600	 2.25	 7.5	 0.9478	  0.0309	 -0.9604	  1.0841
3600	 2.50	 7.5	 1.2586	 -1.1734	  0.8156	  0.2133
3600	 0.25	 7.5	-2.1497	  6.7757	 -6.0748	  2.2865
3600	 2.75	 7.5	 1.4883	 -2.3309	  2.3926	 -0.4376
3700	 2.00	 7.5	 0.3707	  1.8657	 -2.8954	  1.7329
3700	 2.25	 7.5	 0.8389	  0.3288	 -1.0358	  0.9684
3700	 2.50	 7.5	 1.2082	 -0.9360	  0.4972	  0.3473
3700	 0.25	 7.5	-2.1461	  6.5270	 -5.4730	  1.9258
3700	 2.75	 7.5	 1.4794	 -1.9442	  1.7871	 -0.1982
3800	 2.00	 7.5	 0.2580	  2.3203	 -3.4273	  1.9190
3800	 2.25	 7.5	 0.7488	  0.7323	 -1.5500	  1.1677
3800	 2.50	 7.5	 1.1556	 -0.6456	  0.1241	  0.4845
3800	 0.25	 7.5	-2.1533	  6.3588	 -5.0110	  1.6352
3800	 2.75	 7.5	 1.4695	 -1.7756	  1.5478	 -0.1120
3900	 2.00	 7.5	 0.1118	  2.8526	 -4.0448	  2.1426
3900	 2.25	 7.5	 0.6490	  1.1282	 -2.0096	  1.3275
